web-scraper-order,web-scraper-start-url,Event,Event-href,Title,Date and Time,Location,Description,Organizer_link,Organizer_link-href
"1680069094-85","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=1","TECHSPO New York 2023 Technology Expo (Internet ~ AdTech ~ MarTech)TECHSPO New York 2023 Technology Expo (Internet ~ AdTech ~ MarTech)","https://www.eventbrite.com/e/techspo-new-york-2023-technology-expo-internet-adtech-martech-tickets-442445776227?aff=ebdssbdestsearch","TECHSPO New York 2023 Technology Expo (Internet ~ AdTech ~ MarTech)","April 27 · 9am - April 28 · 4pm EDT","New York Marriott at the Brooklyn Bridge Hotel 333 Adams St New York, NY 11201","About this event1 day 7 hoursMobile eTicketAbout TECHSPO New York 2023Where Business, Tech and Innovation Collide in NYC! TECHSPO New York 2023 is your chance to …– Check out exhibitors showcasing the next generation of technology & innovation.– Be inspired, amazed and educated on how these evolving technologies will impact your business for greater growth.– Interact with technology enthusiasts, build your network and reunite with your peers.The 9th annual TECHSPO New York, two-day technology expo returns April 27th and 28th, 2023 to the luxurious New York Marriott at the Brooklyn Bridge Hotel in New York City, NY. TECHSPO New York brings together some of the best developers, brands, marketers, technology providers, designers, innovators and evangelists looking to set the pace in our advanced world of technology. Watch exhibitors showcase the next generation of advances in technology & innovation, including; Internet, Mobile, AdTech, MarTech and SaaS technologies. Be prepared to be inspired, amazed and educated on how these evolving technologies will impact your business for greater growth.As part of TECHSPO New York is a limited attendance paid event, DigiMarCon East 2023 Digital Marketing, Media and Advertising Conference (https://digimarconeast.com). If the conference is where the learning, theory and inspiration happens, then the TECHSPO floor is where the testing, networking and product interaction takes place. For complete details visit https://techsponyc.com.Event ZonesHere’s a peek at what you will see at TECHSPO:Auditorium - The Auditorium is a live stage with round-table seating of speaker presentations. Presentations feature Keynotes. Industry Panels and Master Classes given by Expert Speakers in the digital marketing industry, providing attendees with digital marketing best practices, latest trends, practical solutions and strategy.Exhibition Hall - The Exhibition Hall showcases the next generation of technology & innovation; Internet, Mobile, AdTech, MarTech and SaaS. The Exhibition Hall includes ample break tables for networking with your peers. Training Theater - The Training Theater has a mix of a selection of live streamed sessions from DigiMarCon Digital Marketing, Media and Advertising Conference throughout the event program and a Lunch and Learn presentation during the Networking Luncheon.Podcast Studio - The Podcast Studio is an interactive space where visitors are able to sit in and view live intermittent interviews between a host and selected exhibitors, speakers and. Dining Hall  - The Dining Hall is where food and beverage catering is provided. Use these scheduled networking breaks to get to know the people you connect with via social networks—up close and personal.Photo Booth - Get your photo taken at the Photo Booth and real-time share on your Social Media Channels. The Photo Booth is a fun interactive experience in the Exhibition Hall that makes your visit more memorable. PassesCheck out your pass options below. For the best onsite experience a 1-Day Training Pass or 2-Day All Access Pass is recommended.-﻿-------------------------------------------------------------------------------------------------Visitor Pass is a 1-day limited pass that includes:TECHSPO Hall (Access between 9:00am - 4:00pm)The Visitor Pass does NOT include:DigiMarCon Auditorium AccessExpo BagCertificate of AttendanceWelcome RefreshmentsNetworking Luncheon-﻿-------------------------------------------------------------------------------------------------Training Pass is a 1-day full pass that includes:TECHSPO Hall (Access between 9:00am - 4:00pm)DigiMarCon Auditorium (Access between 10:00am - 3:00pm)Expo BagCertificate of AttendanceWelcome Refreshments: 9:00am – 10:00amNetworking Luncheon: 12:00pm – 1:30pm-﻿-------------------------------------------------------------------------------------------------All Access Pass is a 2-day full pass that includes:TECHSPO Hall (Access between 9:00am - 4:00pm)DigiMarCon Auditorium (Access between 10:00am - 3:00pm)Expo BagCertificate of AttendanceWelcome Refreshments: 9:00am – 10:00amNetworking Luncheon: 12:00pm – 1:30pmRegister NowWill you be at TECHSPO New York 2023? REGISTER NOW as space is limited.TECHSPO New York 2023 will sell out, so register early!For complete details about TECHSPO New York 2023 visit https://techsponyc.comIf you have any inquiry about TECHSPO New York 2023, contact our Customer Service team by Email at info@techspo.co or Phone +1 (800) 805-5385 (Toll Free).","TECHSPO Technology Expo Global Series","https://www.eventbrite.com/o/techspo-technology-expo-global-series-55210999463"
"1680069098-86","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=1","The Art Business Conference New York 2023The Art Business Conference New York 2023","https://www.eventbrite.co.uk/e/the-art-business-conference-new-york-2023-tickets-541994128027?aff=ebdssbdestsearch","The Art Business Conference New York 2023","Wed, 26 Apr 2023 08:30 - Thu, 27 Apr 2023 13:30 EDT","300 Madison Ave 300 Madison Avenue New York, NY 10017","About this event1 day 5 hoursMobile eTicketThe Art Business Conference is the conference for art world professionals in New York. If you are involved in buying, selling or caring for art, whether as a gallery owner, operations director, art advisor, studio manager, foundation, private collector, auctioneer or museum professional, this conference covers the key aspects of running an art business or collection.  The conference will include talks, Q&A panel discussions and workshops, where industry experts will share specialist advice and insight on the market - from best practice to the latest updates in legislation & tech.  In the Business Pavilion, you can meet speakers and our exhibitors to continue the discussions and expand your art business network.  For 2023, we will be introducing an additional half day of talks on 27th April that will focus on sustainability with workshops and training, please select the sessions you would like to attend at checkout. On April 26th the conference sessions include:Sustainability – updates from industry leaders on initiatives and best practice. View from the Top – our all-female panel reflect on trends and developments in Art Finance.Cyber Workshop – the panel will explore how security practices impact usability by end-users, data breeches, recovery from reputational damage and creation of an Incident Response plan.  Employment: pay transparency, best practice for hiring and retaining employees, market demand and skill sets within the art market. Art & Tech: the past three years have been transformative for the digital art world, but as the world reverts back to 'in person', our CEO’s will reflect on their journey and what’s next?On April 27th there will be an additional half day of talks (morning only) and you can choose the following sessions: Breakout talks: The Market - what are the opportunities and blocks to climate action in the 2023 art market?The Institution / The Makers / The Exhibition - what are the opportunities and blocks to climate action in 2023 arts programming and exhibitionsFollowed by the following workshops:Understanding Climate Impact ReportingPacking/Shipping/Materials: Solutions and Services Climate ControlTicket prices include entry to all sessions, breakfast networking, refreshments, lunch and post-conference networking drinks plus Day 2 talks.  The conference website will be live soon, where you can find out more about our sessions and confirmed speakers please visit www.artmarketminds.comAccommodation We’ve also partnered with Turon Travel for a hotel nearby the venue, you can book here","Art Market Minds","https://www.eventbrite.co.uk/o/art-market-minds-6241950927"
"1680069101-87","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=1","RevTech Labs, Holt Xchange, and ICBA Present: NYC Fintech Week Top 20RevTech Labs, Holt Xchange, and ICBA Present: NYC Fintech Week Top 20","https://www.eventbrite.com/e/revtech-labs-holt-xchange-and-icba-present-nyc-fintech-week-top-20-tickets-514458989687?aff=ebdssbdestsearch","RevTech Labs, Holt Xchange, and ICBA Present: NYC Fintech Week Top 20","Thursday, April 27 · 9am - 12pm EDT","Rise New York 43 West 23rd Street New York, NY 10010","About this event3 hoursMobile eTicketIn celebration of NY Fintech Week, RevTech Labs, Holt Xchange, and ICBA  are travelling all the way to the big apple to showcase their startups on Thursday, April 27, 2023.This event will be hosted at Rise NY located  at 43 W 23rd St, New York, NY 10010. Come enjoy breakfast in the city and hear our top 20 startups of Fintech and Insurtech pitch!There will be an attendee poll followed by networking.Please note: The final line up of startups will be shared once all logistics are finalized. -Learn more about the organizers of the event:RevTech Labs is a global entrepreneurial hub based out of Charlotte, NC that operates a 12 week hybrid accelerator program for fintech, insurtech, and healthtech companies. RevTech Labs also hosts two large fintech conferences in the Southeast: Generations and Venture 135. The Holt Xchange is Canada's most active seed fintech investor.  Supported through five generations of experience and a robust global network, Holt Xchange is powering innovative tech products, world-class companies, and entrepreneurs, helping shape the future of their businesses and technology in the financial services sector. ICBA supports fair competition for financial institutions, maintaining the separation of banking and commerce, and a balanced financial system to prevent the concentration of economic and financial-services resources. ICBA is committed to upholding the highest professional standards in community banking and providing programs tailored specifically for community bankers. Rise, created by Barclays, is a global community of the world's top innovators working together to create the future of financial services. Rise operates FinTech hubs around the world, where cutting-edge startups and scale-ups can connect, create and scale their businesses, backed by our Barclays global network of industry experts, mentors, investors and partners.","RevTech Labs","https://www.eventbrite.com/o/revtech-labs-13076946308"
"1680069104-88","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=1","NY TECH & PROFESSIONAL OUTDOOR NETWORKING EVENT.NY TECH & PROFESSIONAL OUTDOOR NETWORKING EVENT.","https://www.eventbrite.com/e/ny-tech-professional-outdoor-networking-event-tickets-556122907587?aff=ebdssbdestsearch","NY TECH & PROFESSIONAL OUTDOOR NETWORKING EVENT.","Saturday, April 8 · 1 - 3pm EDT","Central Park Central Park New York, NY 11211","About this event2 hoursMobile eTicketFOLLOWING THE NEW NORM - OUTDOOR PROFESSIONAL NETWORKING EVENTMeet Like Minded Entrepreneurs, Techie, Founders & ProfessionalsSharing Ideas, Building Relationships & Forming PartnershipsLocation - Central Park ( Exact Location shall be emailed to registered members one day before the event)Calling All: Tech Startups ! Entrepreneurs ! Bussiness Owners ! Professionals ! Free-lancers, policy-makers, game-changers, and heroes! Starting Spring 2023 with NY's Best Professional Networking Affair. Please join us for an evening of creativity, inspiration and passionate conversations.Join & raise a glass - make connections with co-founders, partners, coaches or core team members for your start-up- meet fellow professionals and mingle with makers of great and big ideas - take home treats from growing community and some business cards.Hosted By - New York Entrepreneurs, Startup & Business Coalition.Facebook Page -  NYESNFacebook Group- NYCESNMeetup Group - MEETUPInstagram - www.instagram.com/professionalunite/Please use @TechWebTalks to share your comments/pics for this event.Ambiance:- Name Tags will be provided to everyone who attends. We request you put your name and industry on your name tag.- Make sure you bring enough business cards.- The dress code is Business Casual. Timings:- Event is from 1:00 PM to 3:00 PM.***Arriving on time recommended.Light Snack, Soda & Water will be served. Location - Central Park ( Exact Location shall be emailed to registered members one day before the event)For Sponsorship & Business Queries - Moveyourcareer@gmail.comR﻿SVP PER MARCH 1stFirst Name	Last NameEitan	MillerAlfred	OjukwuMichael	EvansWINFRIDA	SHONDEKassia	McKenzieShani	FaganJerry	VictorOmar	BurtThao	DoAlanna	GertonElizabeth	McCorveyMichael	ZayasMichael	ZayasEdvard	LaroseFrank	LIEbenezer	AmpiahDike	AmazuChaneil	HallAlexandra	JacksonJordan	McGrewRichard	OrtegaYulia	GordonKeitha	PansyKamara 	Swaby John	OSullivanHamza	ChishtiSuresh	GanesanIan	YuThea	CartyImani	CrawfordShalomon 	MedalRaul	NeddMolly	McNuttIshaan	DasShayla	LeeJerry	FennShereetha	AllenKiley	SurmaNicole	RalphSade	ButlerCrystal	Perezyogi	desaiMiguel	HernandezHimani	ThakkarApril	HSaurav	BDenys	KrasnikovAbhijit	KunduCynthia	AadalMahipal	KomatreddyKidus	OlanaMarie	TrandafirMilagros	Bolanos","New York Entrepreneurs, Startup & Business Coalition","https://www.eventbrite.com/o/new-york-entrepreneurs-startup-amp-business-coalition-9879419208"
"1680069107-89","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=1","Women in Tech New York 2023Women in Tech New York 2023","https://www.eventbrite.com/e/women-in-tech-new-york-2023-tickets-574408600587?aff=ebdssbdestsearch","Women in Tech New York 2023","Friday, May 12 · 5 - 7pm EDT","Looking for Host (contact partnerships@womentech.net) NYC NYC, NY 10001","About this event2 hoursMobile eTicketInterested in hosting? Connect with Anna Radulovski via email at nyc@womentech.net .After two years apart we are excited to finally bring the WomenTech community together in New York City for an informal and fun meetup with inspiring talks and in-person networking.BRING DIVERSITY, EQUALITY, AND THE FEELING OF BELONGING TO TECHWhy Join?Engage professionals and attract talent with personal stories and insights from your engineering leadersShare about your brand, projects, and technologies and connect with the local women in tech communityShowcase your company culture and D&I involvementHow do you make sure that participants are relevant?The event is invite-only with verification of the attendees' profiles.  We focus on tech leaders, software engineers, product managers, data, UX & design professionals and other tech roles.Is this event only for women?While most of the attendees are women, everyone who supports and promotes diversity and inclusion is welcome to join, regardless of their gender.What do the packages include?10 min keynote speaking slot (in-person/hybrid upon confirmation)Speaker feature on social media Company profile on WomenTech websiteLogo featured on Global Conference website “Global Impact Summit Partner” section5 Job posts on WomenTech job boardAttendee list for targeted location (upon consent)20 VIP tickets for the Women in Tech Global Conference 2023 I want to get involved in the Women in Tech Global Conference and join in-person locations, is that possible?Ask us about the bundle packages and possibilities for global outreach.","WomenTech Network","https://www.eventbrite.com/o/womentech-network-25542467391"
"1680069111-90","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=1","Creative Climate Awards - Opening Night 2023Creative Climate Awards - Opening Night 2023","https://www.eventbrite.com/e/creative-climate-awards-opening-night-2023-tickets-558018066057?aff=ebdssbdestsearch","Creative Climate Awards - Opening Night 2023","Wednesday, April 19 · 6:30 - 9:30pm EDT","Taipei Economic and Cultural Office (TECO) 1 East 42nd Street New York, NY 10017","About this event3 hoursMobile eTicketJoin us in celebrating the Opening Night of the Human Impacts Institute's annual Creative Climate Awards (CCA). It will be an evening of live performances and mingling with participating artists of our 2023 CCA. You won't want to miss this kick-off event full of inspiring performances and innovative ways to address climate change from artists around the world.This event is a part of the Human Impacts Institute's 2023 Creative Climate Awards, a month-long festival of art and ideas that connect us to climate action for a just and livable world. Join us from April 19th - May 12th in NYC. Visit the Human Impacts Institute Creative Climate Awards page to learn more: https://www.humanimpactsinstitute.org/creative-climate-awards Thanks to our partners and sponsors for their support of this year's CCAs: NYC Department of Cultural Affairs & Taipei Economic and Cultural Office (TECO) in New York Image Below: by Mollie Hosmer-Dillard. The Invention of the Individual","Human Impacts Institute","https://www.eventbrite.com/o/human-impacts-institute-10881727595"
"1680069114-91","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=1","The Nest Climate Campus, Official Event Partner of Climate Week NYC 2023The Nest Climate Campus, Official Event Partner of Climate Week NYC 2023","https://www.eventbrite.com/e/the-nest-climate-campus-official-event-partner-of-climate-week-nyc-2023-tickets-483373441977?aff=ebdssbdestsearch","The Nest Climate Campus, Official Event Partner of Climate Week NYC 2023","September 19 · 8:30am - September 21 · 5:30pm EDT","Javits Center 445 11th Avenue New York, NY 10001","About this event2 days 9 hoursMobile eTicketThe Nest Climate CampusThe Nest Climate Campus,  home to hundreds of sustainable brands, businesses, individuals, and organizations, provides a unifying destination for climate action during Climate Week NYC.  We aim to accelerate climate solutions through collaboration and community. That’s why The Nest Climate Campus hosts cutting-edge discussions on the Main Stage, partners with leading organizations to bring Co-hosted Events under one green roof at the Javits Center, and bolsters rich networking opportunities through the various community engagement activities.It's all happening at the Javits Center during Climate Week NYC (September 19 - 21, 2023). About The Main Stage SummitWith your ticket, access the brightest minds and most committed organizations of the climate solutions movement! The Nest Summit Campus's Main Stage brings thought-leaders from leading organizations and the climate community together for two full days of education, inspiration, and collaboration. About The Campus Community Engagements & HappeningsConnecting communities is paramount at The Nest Climate Campus. In addition to the Summit Main Stage conference and Co-hosted Meetings & Events, attendees will enjoy extended community engagement activities. Partake in the many opportunities to explore, network, and feast!CLIMATE COLLECTIVEActivations and Networking Spaces Provide an Environment for Connecting with Colleagues and Discovering Climate Solutions. CLIMATE ARTSDesigned to Inspire, Immerse Yourself in the Intersection of Art and Action.GREEN ROOF TOURSThe Javits Center will be offering free tours of its 6.75-acre green roof, one of the largest of its kind in the United States! GARDEN EATERYAdjacent to the Javits' rooftop farm, orchard, and gardens, feast on a plant-based menu with vegan and vegetarian options for breakfast and lunch, and learn something new! Experience the circular story around the Javits food management system – from roof to table, local sourcing, and waste management. SPECIAL APPEARANCESHear from some of the most influential thought-leaders in the New York government and NGOs who are championing legislation and community service.  Please see our health & safety policy before arriving to the event. By registering for The Nest Climate Campus event, you agree to the event organizer's photo & video policy and privacy policy.","NXT Events Media Group","https://www.eventbrite.com/o/nxt-events-media-group-33584111599"
"1680069117-92","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=1","Business To BioTechBusiness To BioTech","https://www.eventbrite.com/e/business-to-biotech-tickets-565932257617?aff=ebdssbdestsearch","Business To BioTech","Saturday, April 1 · 6 - 8:30pm EDT","Tata Innovation Center (Cornell Tech - Roosevelt Island) 11 E Loop Rd 5th Floor New York, NY 10044","About this event2 hours 30 minutesMobile eTicketEvent: Business to BioTech co-hosted by BioTech Club at Cornell and Cornell’s EMBA/MS Program​The panel will include those with experience as entrepreneurs within Biotech/large Pharma, & Founders and Advisors.​D﻿ate: Saturday, April 1, 2023  - Time: 6:00 PM - 8:30 PM; Networking and refreshments included.Location: Tata Innovation Center (Cornell Tech - Roosevelt Island), 5th floor, 11 E Loop Rd, New York, NY 10044 P﻿anelists:Sabriya Stukes, PhD - Chief Scientific Officer at IndieBioInnes Meldrum - President and CEO at Reset Pharma Seema Kumar - CEO at CureLaurence Blumberg, MD - Biotechnology Executive M﻿oderator:Geraldine McGinty MD, MBA, FACR - Senior Associate Dean for Clinical Affairs, Weill Cornell Medicine F﻿or Panelists & Moderator Bios, visit: https://www.biotechclub.xyz/events/Business-to-Biotech-BiosNotes: S﻿eating is limited, please reserve your spot and arrive early to ensure you get a seat. We will try to accommodate everyone that has a ticket.P﻿arking is limited, please try to use public transportation - Subway F (towards Jamaica - 179th), or Roosevelt Island Tramway (pickup 254 E 60th St. - 60th St. & 2nd Ave)Limited street parking is available. Two Garages located at: 11 E Loop Rd, Roosevelt Island, NY 10044 and 688 Main St, Roosevelt Island, NY 10044 (<1 mile away)Disclaimer: By attending this event hosted by the Biotech Club at Cornell, you agree to grant the Biotech Club at Cornell the use of any photos of your participation in this event. You further agree that any and all of the material photographed may be used in any form as part of marketing, publicity, and web content.Please visit our website: https://www.biotechclub.xyz/And follow us on social: LinkedIn: https://www.linkedin.com/company/biotechclubxyz  Twitter and Instagram: @BiotechClubXYZN﻿eed to contact us? HQ@biotechclub.xyz","Biotech Club at Cornell","https://www.eventbrite.com/o/biotech-club-at-cornell-54854642303"
"1680069120-93","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=1","New York Tech Career Fair: Exclusive Tech Hiring EventNew York Tech Career Fair: Exclusive Tech Hiring Event","https://www.eventbrite.com/e/new-york-tech-career-fair-exclusive-tech-hiring-event-tickets-146584912419?aff=ebdssbdestsearch","New York Tech Career Fair: Exclusive Tech Hiring Event","Friday, April 21 · 12 - 3pm EDT","Moved to Virtual Event Online New York, NY 10119","About this event3 hoursMobile eTicketTech Career FairWe will be hosting a virtual Tech Career Fair with our hiring partners from fast growing startups and Fortune 500 companies in technology.  There will be a focus on helping companies achieve their diversity and inclusivity initiative with more diverse candidates to their talent pool. Available roles that our hiring companies are looking to fill are of the following:Software EngineeringProduct ManagementData ScientistAI/Machine Learning EngineerData AnalystUI/UX DesignMarketingSalesTo make sure your profile is visible and accessible to hiring partners and companies in their system please make sure you complete your profile and upload your resume to the platform.Steps:Complete the Sign-up form here or use the link below and upload your resume to the system to get your QR code/candidate profile link: https://careerscrossroad.com/signup?code=NYTechCareerFairImprove your profile while you are waiting for your profile to be approved * Completed and approved profiles will then be visible to different companies for each career fair where companies will then select who to send the invitation to attend their career fair with the next steps.Follow the instructions in your email invitation from the employers and attend the career fair with your QR code/digital profile link with the hiring companies that you have been assigned to.*Note: This is an ""invite-only"" event due to limited space and high demand. Signing up on Eventbrite alone does not give you access to the event. You would still need to apply with the steps above for a potential invitation.  Only shortlisted candidates will then be notified for  the next steps on how  to attend. Please make sure you complete your profile as completely as you can and upload your resume to the platform for approval(If  the reviewer feels your profile is incomplete, they might not approve it in order to maintain the quality of candidates being presented to  the companies). Approval process timeline varies depending on  the backlog. Once approved, your profile will be visible and accessible to hiring partners and companies  on the platform. To increase your chances to be selected by one of our hiring companies and partners to one of the hiring events, it is recommended that you constantly refine and improve your profile.Employers:To reserve your spot signup here to get your company or get your company on the waitlist here for the next event and we will reach out to you with more info if we can slot you in.","Tech Career Fair","https://www.eventbrite.com/o/tech-career-fair-12448110053"
"1680069123-94","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=1","Responsible Tech Mixer NYC + special guest Douglas Rushkoff! (in-person)Responsible Tech Mixer NYC + special guest Douglas Rushkoff! (in-person)","https://www.eventbrite.com/e/responsible-tech-mixer-nyc-special-guest-douglas-rushkoff-in-person-tickets-547793293487?aff=ebdssbdestsearch","Responsible Tech Mixer NYC + special guest Douglas Rushkoff! (in-person)","Wednesday, April 26 · 6 - 8:30pm EDT","Betaworks 29 Little West 12th Street New York, NY 10014","About this event2 hours 30 minutesMobile eTicketG﻿et ready for another Responsible Tech Mixer by All Tech Is Human! These are popular gatherings for a diverse range of backgrounds to come together to mingle, learn from each other, and find moments of collaboration. For our in-person gathering in NYC on April 26th, we will welcome special guest Douglas Rushkoff! Rushkoff will be delivering a talk, ""I Will Not Be Autotuned: Crashing Technosolutionism.""Named one of the “world’s ten most influential intellectuals” by MIT, Douglas Rushkoff is an author and documentarian who studies human autonomy in a digital age. His twenty books include the just-published Survival of the Richest: Escape Fantasies of the Tech Billionaires, as well as the recent Team Human, based on his podcast, and the bestsellers Present Shock, Throwing Rocks at the Google Bus, Program or Be Programmed, Life Inc, and Media Virus. He also made the PBS Frontline documentaries Generation Like, The Persuaders, and Merchants of Cool. His book Coercion won the Marshall McLuhan Award, and the Media Ecology Association honored him with the first Neil Postman Award for Career Achievement in Public Intellectual Activity.*﻿*We will have a giveaway during the mixer to give out a few copies of Survival of the Richest. A﻿ll Tech Is Human is a non-profit committed to tackling wicked tech & society issues and co-creating a tech future aligned with the public interest. We are based in NYC with a global audience and lens, and have a wide range of activities that fall under three categories: multistakeholder convening & community-building, multidisciplinary education, and diversifying the traditional tech pipeline with more backgrounds, disciplines, and perspectives.F﻿ind all of our projects here, and read about our mission & accomplishments here.W﻿e have a lot of activities geared toward assisting new voices to grow within the nascent Responsible Tech ecosystem, including:*﻿Our Slack community of nearly 5k members across 62countries *﻿A mentorship program*﻿Responsible Tech University Network*﻿Responsible Tech Guide *﻿Responsible Tech Job Board + Talent Pool *﻿Regular mixers, summits, and livestreams T﻿here are numerous ways for you to get involved with All Tech Is Human and the Responsible Tech movement. Join us in-person for this Responsible Tech Mixer!","All Tech Is Human","https://www.eventbrite.com/o/all-tech-is-human-30037722440"
"1680069126-95","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=1","Silicon Alley NYC Startup & Tech MixerSilicon Alley NYC Startup & Tech Mixer","https://www.eventbrite.com/e/silicon-alley-nyc-startup-tech-mixer-tickets-567248985987?aff=ebdssbdestsearch","Silicon Alley NYC Startup & Tech Mixer","Thursday, March 30 · 6 - 9pm EDT","5th&Mad 7 East 36th Street New York, NY 10016","About this event3 hoursMobile eTicketKICK OFF 2023 THE RIGHT WAY WITH THE BEST NETWORKING IN NYC!!! As seen in Entrepreneur Magazine. We’re NYC's premier tech networking event with one of the largest membership groups in Southern California and growing every month! Don't miss this opportunity to meet your next big business connection!Join us for a healthy dose of startup and tech networking in Santa Monica. Meet your next client Find your next job Start a conversation with a new cofounder F﻿ind new friends that share common interestsGet some great advice from our founderJOIN US FROM 6:00 - 9:00PMDRINKS*AMAZING COMPANYTOP COMPANIESTOP TALENTCOMPANIES OFTEN IN ATTENDANCE (... just to name a few)Google • Sony • Electronic Arts • Hulu • The Honest Company • Disney • Apple • Activision • Live Nation • Dollar Shave Club • Facebook • Snapchat • Trunk Club • ZipRecruiter • Experian • DreamWorks • HBO • Edmunds.com • Buzzfeed • NBCUniversal • YouTube • BeachBody • Playstation • Amazon • SpaceX • Bird • Vice Media • Netflix • GumGum • Vayner Media • Activision • Microsoft • Openai Social Proof is the fastest growing networking group in Los Angeles focusing on tech, startups and entrepreneurship. Professional Networking Events, Panel Discussions. The pandemic was tough on us all but now IRL events are back. Los Angeles represents Southern California startup elite, aspiring entrepreneurs, successful startup founders and venture capital in the LA area. Our core goal is to connect people through IRL networking events, online networking events and large summits. Enjoy NYC's most successful Startup & Tech Mixer. Mingle with highly successful Men & Women in the Startup, TECH & Entrepreneurial space. Enjoy an amazing night with some of the best in the business!Our events are comprised of the most influential professionals in the area. Our purpose is to help our members forge strong, lasting relationships within the Silicon Beach community – combining Fortune 500/1000s with Entrepreneurs and Startups. We creating unique opportunities & connections to help you grow your business and network.cash bar, No Refunds, Substitutions or ExchangesLucas Bean - founder @ Social Proof p﻿rev: founder of Silicon Beach Professionals & Silicon Alley NYCFAQ (Please Read)***Event Date & location subject to change as per the organizers discretion. If event changes date your ticket will still be valid for the rescheduled event date or new venue.No Refunds, Exchanges or Substitutions***•• Will someone from the sponsored companies be there?Companies who sponsor things such as events, baseball teams, billboards etc. aren't always at an event. if someone shows up that works at one of our sponsors, awesome. We do not guarantee someone from our sponsors will be there.I﻿f you can't make an event after ticket purchase?We have events every month. R﻿each out to us and perhaps we can give you free access to our next event. We want to make sure you get value from our events by making connections. For in person events:•• Why isn't food & drinks free?Because we are a startup Networking Organization ourselves. A startup that provides networking as a service with entrepreneurs, startup and tech people. We're here to make lasting offline connections not to feed, bathe and cloth you.","Social Proof NYC","https://www.eventbrite.com/o/social-proof-nyc-61787122333"
"1680069130-96","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=1","Earning Green by Investing GreenEarning Green by Investing Green","https://www.eventbrite.com/e/earning-green-by-investing-green-tickets-526167058837?aff=ebdssbdestsearch","Earning Green by Investing Green","Thursday, April 27 · 8:45am - 5:30pm EDT","Norton Rose Fulbright 1301 6th Avenue New York, NY 10019","About this eventClick here to get tickets and more information, including speaker photos and bios.Speakers and Agenda subject to changeWebinar Sponsors:Financial Poise Productions  (Co-Producer)ReFED(Co-Producer)Tech Up for Women(Co-Producer)Women in Climate Investing and Finance (Co-Producer)Women + in Climate Tech (Co-Producer)Women of Renewable Industries and Sustainable Energy (WRISE) - (Co-Producer)The NYC Metro Chapter of the Private Directors Association (Associate Producer)Private Director Symposium (Associate Producer)Please contact info@financialpoise.com if your organization is interested in becoming an associate producer for this event.","Financial Poise Productions","https://www.eventbrite.com/o/financial-poise-productions-30878530181"
